"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","70+",2,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","70+",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","F","否","70+",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","0",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","10-14",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","15-19",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","20-24",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","25-29",1,"大溪區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","25-29",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","25-29",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","25-29",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","3",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","35-39",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","35-39",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","35-39",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","35-39",3,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","40-44",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",2,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",1,"大溪區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",3,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","45-49",1,"觀音區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","50-54",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","50-54",2,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","50-54",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","50-54",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","55-59",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","55-59",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","55-59",1,"龍潭區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","55-59",3,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","5-9",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","5-9",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","60-64",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","60-64",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","60-64",3,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",1,"大園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",2,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",1,"新屋區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","65-69",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",1,"八德區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",3,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",1,"楊梅區"
"嚴重特殊傳染性肺炎","2021","20","桃園市","M","否","70+",2,"龜山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","20-24",1,"左營區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","30-34",1,"鼓山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","40-44",1,"鼓山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","45-49",1,"前金區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","45-49",1,"鳳山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","50-54",1,"大寮區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","50-54",1,"鼓山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","F","否","60-64",1,"鳳山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","3",1,"大寮區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","30-34",1,"新興區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","35-39",1,"新興區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","40-44",1,"鼓山區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","55-59",1,"三民區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","55-59",1,"大寮區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","55-59",1,"左營區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","65-69",1,"新興區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","70+",1,"三民區"
"嚴重特殊傳染性肺炎","2021","20","高雄市","M","否","70+",1,"大社區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","15-19",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","20-24",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","30-34",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","30-34",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","30-34",2,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","40-44",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","50-54",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","55-59",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","55-59",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","60-64",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","60-64",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","60-64",1,"暖暖區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","65-69",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","65-69",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","F","否","70+",1,"暖暖區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","0",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","15-19",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","15-19",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","20-24",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","25-29",1,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","25-29",2,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","35-39",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","35-39",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","40-44",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","40-44",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","40-44",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","45-49",2,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","5-9",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","60-64",3,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","65-69",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","65-69",1,"中正區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","65-69",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","70+",2,"中山區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","70+",1,"仁愛區"
"嚴重特殊傳染性肺炎","2021","20","基隆市","M","否","70+",1,"暖暖區"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","F","否","70+",1,"東勢鄉"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","M","否","20-24",1,"西螺鎮"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","M","否","45-49",1,"西螺鎮"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","M","否","55-59",1,"林內鄉"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","M","否","65-69",1,"元長鄉"
"嚴重特殊傳染性肺炎","2021","20","雲林縣","M","否","65-69",1,"麥寮鄉"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","0",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","1",1,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","1",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","1",1,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","10-14",1,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","10-14",1,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","10-14",1,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","10-14",2,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","10-14",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"八里區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",2,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","15-19",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","2",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","2",1,"金山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",2,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",1,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",1,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",3,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",2,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",7,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","20-24",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",4,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",4,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",2,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",1,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",4,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",6,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",1,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","25-29",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","3",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","3",1,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",3,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",1,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",2,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",2,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",2,"林口區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",7,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",3,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",3,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",4,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","30-34",3,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",1,"八里區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",1,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",3,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",10,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",5,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",12,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",2,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",4,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",7,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","35-39",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","4",1,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","4",1,"金山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",10,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",2,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",5,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",2,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",3,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",15,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",5,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",1,"深坑區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",1,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",6,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","40-44",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",7,"三重區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",7,"土城區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",6,"中和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",4,"五股區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",4,"永和區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",14,"板橋區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",2,"新店區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",5,"新莊區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",2,"樹林區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","45-49",1,"鶯歌區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","50-54",1,"八里區"
"嚴重特殊傳染性肺炎","2021","20","新北市","F","否","50-54",8,"三重區"
