"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","淡水區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","深坑區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新店區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","新莊區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","瑞芳區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","萬里區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","樹林區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","雙溪區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","蘆洲區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","男","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","男","否","45-49",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","男","否","55-59",1
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","男","否","60-64",5
"嚴重特殊傳染性肺炎","2021/05/14","新北市","鶯歌區","男","否","70+",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","大甲區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","大安區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/15","台中市","大肚區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","大里區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","大雅區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","中區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/15","台中市","太平區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","北屯區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/15","台中市","北區","男","否","25-29",5
"嚴重特殊傳染性肺炎","2021/05/15","台中市","外埔區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","石岡區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","后里區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","西屯區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/15","台中市","西區","男","否","25-29",3
"嚴重特殊傳染性肺炎","2021/05/15","台中市","沙鹿區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","其他","男","否","25-29",28
"嚴重特殊傳染性肺炎","2021/05/15","台中市","和平區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","東區","男","否","25-29",6
"嚴重特殊傳染性肺炎","2021/05/15","台中市","東勢區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","南屯區","男","否","25-29",2
"嚴重特殊傳染性肺炎","2021/05/15","台中市","南區","男","否","25-29",4
"嚴重特殊傳染性肺炎","2021/05/15","台中市","烏日區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","神岡區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","梧棲區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","清水區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","新社區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","潭子區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","龍井區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","豐原區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台中市","霧峰區","男","否","25-29",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","士林區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大同區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","30-34",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","35-39",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","40-44",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","45-49",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","50-54",26
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","55-59",18
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","60-64",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","65-69",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","大安區","女","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","30-34",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","35-39",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","40-44",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","45-49",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","50-54",26
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","55-59",18
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","60-64",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","65-69",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中山區","女","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","15-19",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","30-34",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","35-39",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","40-44",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","45-49",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","50-54",26
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","55-59",18
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","60-64",12
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","65-69",8
"嚴重特殊傳染性肺炎","2021/05/15","台北市","中正區","女","否","70+",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","內湖區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","文山區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","北投區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","15-19",28
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","30-34",56
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","35-39",112
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","40-44",168
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","45-49",168
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","50-54",364
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","55-59",252
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","60-64",168
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","65-69",112
"嚴重特殊傳染性肺炎","2021/05/15","台北市","其他","女","否","70+",56
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","15-19",1
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","30-34",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","35-39",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","40-44",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","45-49",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","50-54",13
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","55-59",9
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","60-64",6
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","65-69",4
"嚴重特殊傳染性肺炎","2021/05/15","台北市","松山區","女","否","70+",2
"嚴重特殊傳染性肺炎","2021/05/15","台北市","信義區","女","否","15-19",2
